element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Type,
Rb,10,"=""51.1370""","=""51.135""","=""20""","=""5.4e+08""",,,
Ar,7,"=""51.1370""","=""51.1362""","=""3""","=""""",,,
Cd,4,"=""51.140""","=""""","=""70""","=""""",,,
Na,6,"=""""","=""51.14""","=""""","=""1.61e+08""",E,,
Ti,7,"=""51.1442""","=""51.144+""","=""8""","=""""",,,
C,5,"=""""","=""51.1536""","=""""","=""8.455e+07""",AA,,
S,4,"=""""","=""51.1499+""","=""""","=""2.47e+01""",C+,E2,
W,74,"=""""","=""51.16""","=""""","=""""",,,
Ar,3,"=""51.15018""","=""51.150099""","=""300""","=""""",,,
K,1,"=""51.1509""","=""""","=""a""","=""""",,,
Xe,9,"=""51.152""","=""51.151+""","=""2""","=""""",,,
C,3,"=""51.1522""","=""51.1523""","=""250""","=""7.39e+09""",B,,
Mn,19,"=""""","=""51.154""","=""""","=""1.5e+03""",D,M1,
Ar,3,"=""51.15675""","=""51.156530""","=""180""","=""""",,,
C,4,"=""""","=""51.1596""","=""""","=""5.94e+07""",B,,
C,4,"=""""","=""51.1599""","=""""","=""5.94e+07""",B,,
Ti,14,"=""51.161""","=""51.161+""","=""100""","=""""",,,
W,7,"=""51.1628""","=""51.1626""","=""2000""","=""""",,,
Cs,7,"=""51.1722""","=""51.1722""","=""238""","=""""",,,
Pt,5,"=""51.1766""","=""51.17664""","=""200""","=""3.56e+08""",,,
Cs,43,"=""""","=""51.1784""","=""""","=""4.36e+04""",,,
Kr,6,"=""51.179""","=""51.1792""","=""1d""","=""""",,,
Ne,8,"=""""","=""51.182""","=""""","=""1.42e+08""",A,,
Sn,3,"=""51.1836""","=""51.18362""","=""12""","=""""",,,
K,1,"=""51.1837""","=""""","=""a""","=""""",,,
K,1,"=""51.1874""","=""""","=""a""","=""""",,,
Ar,5,"=""51.1890""","=""51.18868""","=""2""","=""""",,,
Cs,9,"=""51.1896""","=""51.1891""","=""200""","=""2.37e+09""",,,
Pt,6,"=""51.19015""","=""51.19027""","=""612""","=""2.19e+09""",,,
K,1,"=""51.1933""","=""""","=""a""","=""""",,,
Rb,4,"=""51.1936""","=""51.19366+""","=""18""","=""""",,,
Cs,5,"=""51.1960""","=""51.1958""","=""72""","=""""",,,
W,7,"=""51.1990""","=""51.1987""","=""3""","=""""",,,
K,1,"=""51.1999""","=""""","=""a""","=""""",,,
Na,6,"=""""","=""51.20""","=""""","=""2.98e+07""",E,,
Na,6,"=""""","=""51.20""","=""""","=""1.70e+08""",D,,
Ar,8,"=""51.20""","=""51.269""","=""6*""","=""""",,,
Ar,8,"=""51.20""","=""51.274""","=""6*""","=""""",,,
Al,6,"=""""","=""51.201""","=""""","=""7.15e+07""",D,,
Sr,11,"=""51.2017""","=""51.2017""","=""20""","=""1.43e+09""",,,
Si,12,"=""""","=""51.2033""","=""""","=""2.00e+09""",A,,
Pt,6,"=""51.20577""","=""51.20593""","=""451""","=""8.90e+08""",,,
Ca,9,"=""""","=""51.2064""","=""""","=""9.2e+09""",C,,
He,1,"=""51.207""","=""51.2098570""","=""35""","=""7.3174e+07""",AAA,,
Ne,8,"=""""","=""51.209""","=""""","=""2.86e+08""",A,,
K,1,"=""51.2125""","=""""","=""a""","=""""",,,
3He,1,"=""""","=""51.2125584""","=""""","=""""",,,
He,1,"=""""","=""51.2135649""","=""""","=""2.6480e+02""",AAA,E2,
Pt,5,"=""51.2144""","=""51.21444""","=""386""","=""1.87e+09""",,,
3He,1,"=""""","=""51.2162715""","=""""","=""""",,E2,
K,1,"=""51.2205""","=""""","=""a""","=""""",,,
S,6,"=""51.2217""","=""51.2205""","=""20*""","=""3.38e+08""",B+,,
S,6,"=""51.2217""","=""51.2227""","=""20*""","=""5.65e+07""",B+,,
Pt,7,"=""51.22519""","=""51.22549""","=""156bl(Pt VI)""","=""4.44e+07""",,,
Pt,6,"=""51.22519""","=""51.22555""","=""156bl(Pt VII)""","=""1.16e+08""",,,
B,5,"=""51.23""","=""51.23733373""","=""bl*""","=""1.7687e+09""",AA,,
B,5,"=""51.23""","=""51.23838435""","=""bl*""","=""1.0240e+09""",AA,,
B,5,"=""51.23""","=""51.25384119""","=""bl*""","=""2.6527e+09""",AA,,
B,5,"=""51.23""","=""51.25386846""","=""bl*""","=""2.1217e+09""",AA,,
B,5,"=""51.23""","=""51.25913788""","=""bl*""","=""2.8414e+09""",AA,,
He,1,"=""""","=""51.2314135""","=""""","=""1.53e-02""",C,M2,
Na,10,"=""""","=""51.227""","=""""","=""1.30e+08""",A,,
3He,1,"=""""","=""51.2341268""","=""""","=""""",,,
B,5,"=""""","=""51.24094511""","=""""","=""1.8877e+08""",AA,,
K,1,"=""51.2410""","=""""","=""a""","=""""",,,
Ba,5,"=""51.2415""","=""51.2416""","=""2""","=""""",,,
B,5,"=""""","=""51.24223176""","=""""","=""1.0251e+09""",AA,,
Sc,5,"=""51.2495""","=""51.2500""","=""1""","=""""",,,
C,2,"=""51.252""","=""51.242""","=""a*""","=""""",,,
C,2,"=""51.252""","=""51.249""","=""a*""","=""""",,,
C,2,"=""51.252""","=""51.250""","=""a*""","=""""",,,
C,2,"=""51.252""","=""51.254""","=""a*""","=""""",,,
C,2,"=""51.252""","=""51.255""","=""a*""","=""""",,,
C,2,"=""51.252""","=""51.260""","=""a*""","=""""",,,
C,2,"=""51.252""","=""51.262""","=""a*""","=""""",,,
Pt,5,"=""51.2523""","=""51.25190""","=""530""","=""3.13e+08""",,,
B,5,"=""""","=""51.255114874""","=""""","=""9.3571e+06""",AA,,
B,5,"=""""","=""51.25515098""","=""""","=""3.5363e+08""",AA,,
Pt,5,"=""51.2556""","=""51.25607""","=""508""","=""3.30e+08""",,,
Mg,6,"=""""","=""51.2573""","=""""","=""1.05e-01""",B,M2,
Ba,11,"=""51.2573""","=""51.2576""","=""79""","=""3.14e+08""",,,
B,5,"=""""","=""51.25876487""","=""""","=""3.7842e+08""",AA,,
B,5,"=""""","=""51.25896479""","=""""","=""9.3918e+07""",AA,,
B,5,"=""""","=""51.25977915""","=""""","=""1.8939e+08""",AA,,
Na,9,"=""""","=""51.26""","=""""","=""2.14e+09""",A,,
B,5,"=""""","=""51.261053130""","=""""","=""8.4308e+07""",AA,,
Mg,6,"=""""","=""51.2618""","=""""","=""7.99e-01""",B,M2,
Mg,6,"=""""","=""51.2618""","=""""","=""3.34e+04""",C,,
W,7,"=""51.2621""","=""51.2617""","=""500""","=""""",,,
Ti,12,"=""51.264""","=""51.264""","=""""","=""""",,,
Ti,12,"=""51.264""","=""51.264""","=""""","=""""",,,
Cs,5,"=""51.2645""","=""51.2646""","=""65""","=""""",,,
Nb,4,"=""51.2654""","=""51.2652""","=""50""","=""8.1e+09""",C+,,
Pt,6,"=""51.26689""","=""51.26656""","=""755""","=""1.17e+09""",,,
Ga,3,"=""51.2671""","=""51.2681+""","=""1""","=""""",,,
K,1,"=""51.2715""","=""""","=""a""","=""""",,,
Ne,7,"=""""","=""51.272""","=""""","=""1.1e+09""",C,,
Cs,4,"=""51.2728""","=""51.2727""","=""45""","=""""",,,
Pt,6,"=""51.27485""","=""51.27469""","=""452""","=""2.91e+09""",,,
Ar,3,"=""51.2765""","=""51.276686""","=""180""","=""""",,,
Sr,4,"=""51.2778""","=""51.27795""","=""30""","=""""",,,
Pt,5,"=""51.2783""","=""51.27791""","=""150""","=""3.36e+08""",,,
Si,12,"=""""","=""51.2821""","=""""","=""2.40e+09""",A,,
Si,12,"=""""","=""51.2821""","=""""","=""3.98e+08""",B+,,
Pt,6,"=""51.28328""","=""51.28312""","=""151""","=""3.26e+08""",,,
K,1,"=""51.2874""","=""""","=""a""","=""""",,,
Mg,8,"=""""","=""51.2899""","=""""","=""1.25e+09""",B,,
Pt,6,"=""51.29711""","=""51.29728""","=""175""","=""3.20e+08""",,,
Xe,5,"=""51.2972""","=""51.2973+""","=""50""","=""""",,,
B,2,"=""51.299""","=""51.2953""","=""90a*""","=""""",,,
B,2,"=""51.299""","=""51.2970""","=""90a*""","=""""",,,
B,2,"=""51.299""","=""51.3012""","=""90a*""","=""""",,,
Cd,4,"=""51.300""","=""""","=""80""","=""""",,,
Pt,6,"=""51.30236""","=""51.30240""","=""110""","=""1.63e+08""",,,
K,1,"=""51.3050""","=""""","=""a""","=""""",,,
Ba,5,"=""51.3069""","=""51.3061""","=""55""","=""""",,,
K,1,"=""51.3099""","=""""","=""a""","=""""",,,
Sc,5,"=""51.3109""","=""51.3108""","=""2""","=""""",,,
Na,10,"=""""","=""51.313""","=""""","=""1.27e+08""",A,,
Na,10,"=""""","=""51.311""","=""""","=""1.13e+08""",A,,
Na,10,"=""""","=""51.311""","=""""","=""1.51e+08""",A,,
Na,10,"=""""","=""51.306""","=""""","=""2.26e+07""",A,,
Na,10,"=""""","=""51.309""","=""""","=""3.77e+07""",A,,
Na,10,"=""""","=""51.304""","=""""","=""1.51e+06""",A,,
Cs,2,"=""51.316""","=""51.3165""","=""""","=""""",,,
Mo,7,"=""51.3260""","=""51.3263+""","=""8""","=""""",,,
Rb,2,"=""51.3268""","=""51.32661""","=""150""","=""""",,,
Pt,6,"=""51.32839""","=""51.32854""","=""354bl(Pt V)""","=""3.75e+08""",,,
Pt,5,"=""51.3284""","=""51.32884""","=""354bl(Pt VI)""","=""2.36e+08""",,,
Kr,4,"=""51.329""","=""51.3287+""","=""6""","=""""",,,
Si,13,"=""""","=""51.3289""","=""""","=""6.49e+08""",B+,,
Na,6,"=""""","=""51.33""","=""""","=""8.33e+05""",E,,
Na,6,"=""""","=""51.33""","=""""","=""2.11e+07""",E,,
Na,6,"=""""","=""51.33""","=""""","=""1.90e+08""",D,,
V,11,"=""51.3315""","=""51.33*""","=""""","=""1.7e+09""",D,,
Ar,7,"=""51.336""","=""51.3388""","=""20""","=""""",,,
Ti,5,"=""51.3374""","=""51.3371+""","=""8""","=""""",,,
Mo,7,"=""51.3395""","=""51.3399+""","=""50""","=""""",,,
Al,10,"=""""","=""51.34""","=""""","=""9.95e+08""",C+,,
K,1,"=""51.3401""","=""""","=""a""","=""""",,,
Ne,3,"=""51.3410""","=""51.3403""","=""70""","=""5.9e+07""",C,,
Na,9,"=""""","=""51.35""","=""""","=""4.26e+09""",A,,
K,1,"=""51.3503""","=""""","=""a""","=""""",,,
Ba,6,"=""51.3529""","=""51.3529""","=""48""","=""""",,,
W,7,"=""51.3553""","=""51.3549""","=""80""","=""""",,,
S,10,"=""""","=""51.36+""","=""""","=""1.26e+06""",E,,
Pt,5,"=""51.3563""","=""51.35608""","=""147""","=""2.32e+08""",,,
K,1,"=""51.3580""","=""""","=""a""","=""""",,,
Si,9,"=""""","=""51.3584""","=""""","=""3.51e+07""",E,,
Si,9,"=""""","=""51.3584""","=""""","=""2.00e+08""",D+,,
F,2,"=""51.364""","=""""","=""50""","=""""",,,
Cs,4,"=""51.3650""","=""51.3648""","=""30""","=""""",,,
Ne,3,"=""51.3657""","=""51.3656""","=""160""","=""9.1e+07""",C,,
K,1,"=""51.3695""","=""""","=""a""","=""""",,,
Pt,6,"=""51.37307""","=""51.37323""","=""272""","=""2.68e+09""",,,
Kr,4,"=""51.374""","=""51.3748+""","=""6""","=""""",,,
Al,6,"=""""","=""51.374""","=""""","=""1.18e+08""",C,,
N,2,"=""""","=""51.3849""","=""""","=""1.24e+09""",B,,
Pt,6,"=""51.38513""","=""51.38472""","=""375""","=""3.55e+08""",,,
C,2,"=""51.388""","=""51.377""","=""a*""","=""""",,,
C,2,"=""51.388""","=""51.394""","=""a*""","=""""",,,
C,2,"=""51.388""","=""51.394""","=""a*""","=""""",,,
Ar,5,"=""51.3889""","=""51.38945""","=""50""","=""""",,,
K,1,"=""51.3911""","=""""","=""a""","=""""",,,
F,5,"=""""","=""51.3959""","=""""","=""3.13e+09""",A,,
F,5,"=""51.397""","=""""","=""70""","=""""",,,
Al,10,"=""""","=""51.40""","=""""","=""3.30e+08""",C+,,
Ne,8,"=""51.40""","=""51.431""","=""bl*""","=""7.13e+08""",A,,
Ne,8,"=""51.40""","=""51.439""","=""bl*""","=""4.58e+08""",A,,
Ar,8,"=""51.40""","=""51.478""","=""14""","=""""",,,
Cr,13,"=""51.401""","=""51.402+""","=""""","=""""",,,
Ni,21,"=""""","=""51.401""","=""""","=""9.8e+01""",E,E2,
K,1,"=""51.4013""","=""""","=""a""","=""""",,,
F,5,"=""""","=""51.4023""","=""""","=""3.67e+08""",A,,
Sc,5,"=""51.4034""","=""51.4037""","=""4""","=""""",,,
F,5,"=""51.408""","=""""","=""60""","=""""",,,
F,5,"=""""","=""51.4081""","=""""","=""3.54e+09""",A,,
Cs,6,"=""51.4093""","=""51.4090""","=""75""","=""""",,,
K,1,"=""51.4100""","=""""","=""a""","=""""",,,
O,4,"=""""","=""51.4104""","=""""","=""4.61e+07""",B,,
Pt,5,"=""51.4128""","=""51.41296""","=""73""","=""2.40e+08""",,,
Mg,9,"=""""","=""51.4139""","=""""","=""2.98e+08""",D+,,
Rb,4,"=""51.4146""","=""51.41456+""","=""4""","=""""",,,
Cs,2,"=""51.4165""","=""51.4165""","=""""","=""""",,,
Pt,6,"=""51.41971""","=""51.41983""","=""480""","=""1.15e+09""",,,
Ti,8,"=""51.4206""","=""51.4206+""","=""""","=""8.2e+08""",D,,
Cs,6,"=""51.4241""","=""51.4242""","=""50""","=""""",,,
K,1,"=""51.4242""","=""""","=""a""","=""""",,,
Sr,4,"=""51.4267""","=""51.42662""","=""30p""","=""""",,,
Ar,2,"=""51.4310""","=""51.43099883""","=""1""","=""""",,,
Pt,6,"=""51.43119""","=""51.43087""","=""106""","=""3.67e+07""",,,
Na,5,"=""51.4350""","=""51.436""","=""10""","=""8.46e+08""",B+,,
Sr,3,"=""51.4376""","=""51.43730""","=""300""","=""""",,,
O,4,"=""""","=""51.4457""","=""""","=""3.83e+07""",B,,
Nb,4,"=""51.4458""","=""51.44562""","=""2""","=""1.7e+07""",E,,
Ba,5,"=""51.4467""","=""51.4462""","=""52""","=""""",,,
Cd,4,"=""51.450""","=""""","=""70""","=""""",,,
Pt,6,"=""51.45176""","=""51.45203""","=""506""","=""1.71e+09""",,,
Na,10,"=""""","=""51.451""","=""""","=""4.34e+08""",A,,
Zr,6,"=""51.4611""","=""51.46085""","=""1""","=""1.2e+08""",D+,,
O,4,"=""""","=""51.4687""","=""""","=""7.65e+06""",C,,
K,1,"=""51.4706""","=""""","=""a""","=""""",,,
Pt,6,"=""51.47587""","=""51.47610""","=""120""","=""1.17e+08""",,,
Pt,6,"=""51.48167""","=""51.48146""","=""197""","=""7.50e+08""",,,
Kr,4,"=""51.482""","=""51.4865+""","=""3""","=""""",,,
Ne,3,"=""51.4830""","=""51.4830""","=""50""","=""1.2e+08""",C,,
Xe,5,"=""51.4852""","=""51.4846+""","=""40""","=""""",,,
Pt,5,"=""51.4858""","=""51.48609""","=""325""","=""4.96e+08""",,,
Mg,6,"=""""","=""51.4859""","=""""","=""2.82e-01""",B,M2,
Mg,6,"=""""","=""51.4859""","=""""","=""1.85e+04""",D,,
Ne,8,"=""51.486""","=""51.4781""","=""1300*""","=""7.83e+08""",A,,
Ne,8,"=""51.486""","=""51.4823""","=""1300*""","=""4.64e+08""",A,,
Ne,8,"=""51.486""","=""51.4856""","=""1300*""","=""5.34e+08""",A,,
Ne,8,"=""""","=""51.487""","=""""","=""5.79e+06""",A,,
Ne,8,"=""""","=""51.488""","=""""","=""1.23e+07""",A,,
K,1,"=""51.4898""","=""""","=""a""","=""""",,,
B,3,"=""51.49""","=""51.491""","=""118""","=""""",,,
Mg,6,"=""""","=""51.4903""","=""""","=""5.10e+04""",D+,,
Mg,6,"=""""","=""51.4903""","=""""","=""4.27e-01""",B,M2,
Ne,8,"=""""","=""51.492""","=""""","=""2.72e+07""",A,,
Pt,6,"=""51.49377""","=""51.49389""","=""412""","=""5.37e+08""",,,
F,2,"=""51.494""","=""""","=""70""","=""""",,,
K,3,"=""51.494""","=""""","=""10""","=""""",,,
B,2,"=""51.496""","=""51.4921""","=""80a*""","=""""",,,
B,2,"=""51.496""","=""51.4937""","=""80a*""","=""""",,,
B,2,"=""51.496""","=""51.4980""","=""80a*""","=""""",,,
Co,27,"=""""","=""51.49967""","=""""","=""1.8082e+08""",AA,,
Ti,7,"=""51.5008""","=""51.501+""","=""8""","=""""",,,
Sc,12,"=""51.5045""","=""51.5044""","=""3*""","=""""",,,
Sc,12,"=""51.5045""","=""51.5044""","=""3*""","=""""",,,
Pt,6,"=""51.50527""","=""51.50511""","=""167*""","=""2.80e+08""",,,
Pt,6,"=""51.50527""","=""51.50517""","=""167*""","=""1.40e+08""",,,
K,1,"=""51.5054""","=""""","=""a""","=""""",,,
Pb,4,"=""51.507""","=""""","=""9""","=""""",,,
Xe,9,"=""51.511""","=""51.503+""","=""3""","=""""",,,
Si,4,"=""51.512""","=""51.5118""","=""2""","=""4.66e+08""",B+,,
Sc,5,"=""51.5196""","=""51.5196""","=""1""","=""""",,,
Ne,3,"=""51.5202""","=""51.5198""","=""90""","=""3.0e+07""",C,,
K,1,"=""51.5213""","=""""","=""a""","=""""",,,
Pt,6,"=""51.52395""","=""51.52424""","=""465""","=""6.85e+08""",,,
K,1,"=""51.5266""","=""51.5265""","=""a""","=""""",,,
C,5,"=""""","=""51.5307""","=""""","=""1.248e+06""",AA,,
C,5,"=""""","=""51.5310""","=""""","=""1.872e+07""",AA,,
Pt,5,"=""51.5341""","=""51.53446""","=""111""","=""1.50e+08""",,,
C,5,"=""""","=""51.5340""","=""""","=""1.048e+08""",AA,,
Kr,5,"=""51.535""","=""51.5355+""","=""6""","=""""",,,
Nb,4,"=""51.5355""","=""51.53532""","=""5""","=""6.e+07""",E,,
S,11,"=""""","=""51.54+""","=""""","=""2.02e+06""",D,,
O,2,"=""51.5498""","=""51.54995""","=""25""","=""1.83e+09""",B,,
Nb,4,"=""51.5499""","=""51.54848""","=""25l""","=""1.2e+08""",D,,
Al,9,"=""""","=""51.55""","=""""","=""8.43e+08""",C,,
Mg,9,"=""""","=""51.5517""","=""""","=""9.85e+07""",D,,
Mo,7,"=""51.5518""","=""51.5518+""","=""""","=""""",,,
Si,4,"=""""","=""51.5520""","=""""","=""2.92e+00""",C,M1,
Ne,8,"=""""","=""51.555""","=""""","=""4.27e+07""",A,,
Pt,5,"=""51.5566""","=""51.55596""","=""972""","=""8.81e+08""",,,
Pt,6,"=""51.55660""","=""51.55662""","=""972bl(Pt V)""","=""5.60e+08""",,,
Ca,9,"=""""","=""51.5570""","=""""","=""3.75e+09""",C,,
Sr,5,"=""51.5578""","=""51.55774""","=""18""","=""""",,,
Pt,6,"=""51.55890""","=""51.55885""","=""300""","=""2.76e+08""",,,
He,1,"=""51.5596""","=""51.5616849""","=""50""","=""1.2582e+08""",AAA,,
Na,7,"=""""","=""51.56""","=""""","=""1.56e+08""",C,,
Na,7,"=""""","=""51.56""","=""""","=""2.10e+09""",B,,
K,1,"=""51.5607""","=""51.5607""","=""a""","=""""",,,
O,2,"=""51.5640""","=""51.56372""","=""20*""","=""5.03e+08""",D,,
Ne,8,"=""""","=""51.564""","=""""","=""9.6e+07""",A,,
O,2,"=""51.5640""","=""51.56425""","=""20*""","=""1.36e+09""",B,,
3He,1,"=""""","=""51.5644042""","=""""","=""""",,,
Pt,5,"=""51.5660""","=""51.56678""","=""129""","=""1.66e+08""",,,
He,1,"=""""","=""51.5681122""","=""""","=""4.3136e+02""",AAA,E2,
N,5,"=""""","=""51.5697""","=""""","=""1.29e+07""",B+,,
3He,1,"=""""","=""51.5708405""","=""""","=""""",,E2,
Pt,6,"=""51.57310""","=""51.57303""","=""293""","=""3.05e+08""",,,
O,4,"=""""","=""51.5735""","=""""","=""1.47e+08""",B,,
N,5,"=""""","=""51.5740""","=""""","=""1.28e+08""",B+,,
N,5,"=""""","=""51.5756""","=""""","=""1.16e+08""",B+,,
Xe,9,"=""51.5762""","=""51.576+""","=""457""","=""""",,,
V,11,"=""""","=""51.5796""","=""""","=""5.4e+08""",D,,
Ne,3,"=""51.5796""","=""51.5797""","=""50""","=""3.7e+07""",C,,
S,12,"=""""","=""51.578""","=""g""","=""1.08e+06""",B,,
S,4,"=""""","=""51.5807+""","=""""","=""7.71e+05""",D+,,
K,1,"=""51.5819""","=""""","=""a""","=""""",,,
Pt,5,"=""51.5826""","=""51.58231""","=""326""","=""3.37e+08""",,,
Cs,8,"=""51.5868""","=""51.588""","=""14""","=""""",,,
Ti,12,"=""""","=""51.594""","=""""","=""1.70e+04""",C,E2,
S,3,"=""51.5931""","=""51.5929""","=""8""","=""""",,,
Sr,5,"=""51.5938""","=""51.59406""","=""18""","=""""",,,
Ti,12,"=""""","=""51.59*""","=""""","=""1.41e+05""",C,E2,
Ti,12,"=""""","=""51.59*""","=""""","=""2.27e+04""",C,E2,
Pt,5,"=""51.5950""","=""51.59549""","=""380""","=""2.86e+08""",,,
Pt,6,"=""51.59503""","=""51.59404""","=""380bl(Pt V)""","=""6.50e+08""",,,
He,1,"=""""","=""51.5993995""","=""""","=""2.64e-02""",C,M2,
Ba,6,"=""51.5999""","=""51.5998""","=""48""","=""""",,,
Na,6,"=""51.600""","=""51.600""","=""""","=""5.60e+09""",A,,
Pt,6,"=""51.60018""","=""51.60003""","=""274""","=""4.02e+08""",,,
Ti,12,"=""""","=""51.594""","=""""","=""1.36e+05""",C,E2,
3He,1,"=""""","=""51.6021395""","=""""","=""""",,,
Cs,5,"=""51.6024""","=""51.6024""","=""55""","=""""",,,
K,1,"=""51.6114""","=""51.6113""","=""a""","=""""",,,
Pt,5,"=""51.6127""","=""51.61320""","=""139""","=""2.12e+08""",,,
S,5,"=""51.6154""","=""51.6158""","=""2g""","=""3.41e+04""",B+,E2,
Xe,9,"=""51.617""","=""51.613+""","=""6""","=""""",,,
W,5,"=""51.6174""","=""51.6182""","=""20""","=""""",,,
Ti,9,"=""51.6215""","=""52*""","=""""","=""6.9e+08""",D,,
S,4,"=""""","=""51.6266+""","=""""","=""1.69e+06""",D+,,
Pt,6,"=""51.62756""","=""51.62761""","=""466""","=""1.01e+09""",,,
Ba,5,"=""51.6283""","=""51.6280""","=""58""","=""""",,,
Pt,6,"=""51.63157""","=""51.63155""","=""241""","=""2.20e+08""",,,
K,1,"=""51.6322""","=""""","=""a""","=""""",,,
Pt,5,"=""51.6346""","=""51.63418""","=""150""","=""4.06e+08""",,,
Si,4,"=""51.635""","=""51.6344""","=""3""","=""9.32e+08""",A,,
Kr,3,"=""51.6384""","=""51.6391+""","=""4""","=""""",,,
O,4,"=""""","=""51.6394""","=""""","=""1.22e+08""",B,,
K,1,"=""51.6395""","=""""","=""a""","=""""",,,
O,4,"=""""","=""51.6415""","=""""","=""2.43e+07""",C+,,
Pt,6,"=""51.64327""","=""51.64327""","=""215""","=""2.03e+08""",,,
Al,12,"=""""","=""51.658""","=""""","=""1.92e+09""",A+,,
Pt,6,"=""51.64602""","=""51.64622""","=""333""","=""2.78e+08""",,,
Pt,5,"=""51.6572""","=""51.65766""","=""372""","=""6.02e+08""",,,
Xe,3,"=""51.6578""","=""51.65778+""","=""(-2)""","=""""",,,
W,7,"=""51.6589""","=""51.6582""","=""200""","=""""",,,
K,1,"=""51.6630""","=""""","=""a""","=""""",,,
C,2,"=""51.6652""","=""51.651""","=""2000h*""","=""""",,,
C,2,"=""51.6652""","=""51.654""","=""1400h*""","=""4.25e+07""",C+,,
C,2,"=""51.6652""","=""51.654""","=""2000h*""","=""""",,,
C,2,"=""51.6652""","=""51.657""","=""2000h*""","=""""",,,
C,2,"=""51.6652""","=""51.660""","=""2000h*""","=""""",,,
C,2,"=""51.6652""","=""51.665""","=""2000h*""","=""""",,,
C,2,"=""51.6652""","=""51.668""","=""2000h*""","=""""",,,
C,2,"=""51.6652""","=""51.671""","=""1400h*""","=""8.49e+06""",C+,,
C,2,"=""51.6652""","=""51.671""","=""1400h*""","=""5.10e+07""",C+,,
C,2,"=""51.6652""","=""51.673""","=""2000h*""","=""""",,,
Sr,5,"=""51.6672""","=""51.66711""","=""14""","=""""",,,
Xe,9,"=""51.6714""","=""51.672+""","=""185""","=""""",,,
Na,2,"=""51.6715""","=""""","=""5""","=""""",,,
S,4,"=""""","=""51.6725+""","=""""","=""2.20e+05""",D,,
Zr,6,"=""51.6763""","=""51.67597""","=""10""","=""1.9e+08""",D+,,
K,1,"=""51.6776""","=""""","=""a""","=""""",,,
W,7,"=""51.6779""","=""51.6771""","=""10""","=""""",,,
Rb,3,"=""51.6793""","=""51.6791""","=""400""","=""""",,,
Ba,6,"=""51.6844""","=""51.6843""","=""20""","=""""",,,
Ar,6,"=""51.6860""","=""51.6861""","=""4""","=""""",,,
Kr,6,"=""51.696""","=""51.6962""","=""1d""","=""""",,,
Zr,6,"=""51.6970""","=""51.69685""","=""10""","=""5.e+07""",E,,
Xe,8,"=""51.7007""","=""51.701+""","=""50""","=""""",,,
Pt,5,"=""51.7029""","=""51.70329""","=""43""","=""2.36e+07""",,,
Xe,9,"=""51.7050""","=""51.705+""","=""350m""","=""""",,,
C,2,"=""51.7069""","=""51.7012""","=""3300hw*""","=""1.56e+08""",B+,,
C,2,"=""51.7069""","=""51.7025""","=""3300hw*""","=""3.12e+08""",B+,,
C,2,"=""51.7069""","=""51.7047""","=""3300hw*""","=""2.62e+08""",B+,,
C,2,"=""51.7069""","=""51.7071""","=""3300hw*""","=""2.00e+08""",B+,,
C,2,"=""51.7069""","=""51.7084""","=""3300hw*""","=""6.24e+07""",B+,,
C,2,"=""51.7069""","=""51.7087""","=""3300hw*""","=""3.74e+08""",B+,,
C,2,"=""51.7069""","=""51.7122""","=""3300hw*""","=""1.12e+08""",B+,,
C,2,"=""51.7069""","=""51.7147""","=""3300hw*""","=""1.87e+07""",B+,,
Si,13,"=""""","=""51.7082""","=""""","=""1.11e+08""",B,,
W,5,"=""51.7122""","=""51.7124""","=""5""","=""""",,,
Rb,4,"=""51.7164""","=""51.71629+""","=""1""","=""""",,,
Pt,5,"=""51.7166""","=""51.71651""","=""365""","=""8.82e+08""",,,
Sc,12,"=""51.7179""","=""51.7165""","=""5""","=""""",,,
S,4,"=""""","=""51.7186+""","=""""","=""1.87e+05""",D,,
B,2,"=""51.72""","=""51.654""","=""94a""","=""""",,,
Si,9,"=""""","=""51.7202""","=""""","=""7.10e-05""",D,E2,
Si,9,"=""""","=""51.7202""","=""""","=""1.45e+02""",B,M1,
K,1,"=""51.7203""","=""""","=""a""","=""""",,,
Si,13,"=""""","=""51.7199""","=""""","=""3.32e+08""",B+,,
Ar,5,"=""51.7254""","=""51.72585""","=""25""","=""""",,,
Ti,12,"=""51.726""","=""51.7*""","=""""","=""""",,,
K,1,"=""51.7266""","=""""","=""a""","=""""",,,
Sr,5,"=""51.7281""","=""51.72801""","=""20""","=""""",,,
Pt,6,"=""51.72858""","=""51.72872""","=""366""","=""3.38e+08""",,,
W,5,"=""51.7296""","=""51.7298""","=""6""","=""""",,,
Kr,4,"=""51.730""","=""51.7304+""","=""6""","=""""",,,
Si,9,"=""""","=""51.7317""","=""""","=""2.61e-04""",D,E2,
Nb,4,"=""51.7325""","=""51.73237""","=""20""","=""1.2e+08""",D,,
C,5,"=""""","=""51.7370""","=""""","=""2.101e+09""",AA,,
Pt,6,"=""51.73817""","=""51.73818""","=""717""","=""8.68e+08""",,,
K,1,"=""51.7388""","=""""","=""a""","=""""",,,
Cs,2,"=""51.744""","=""51.7446""","=""""","=""""",,,
K,1,"=""51.7445""","=""""","=""a""","=""""",,,
K,1,"=""51.7491""","=""""","=""a""","=""""",,,
Mo,5,"=""51.7491""","=""51.74947""","=""11000""","=""3.e+06""",E,,
